cd_cvm,year_prev,year_curr,cosine_similarity,chars_prev,chars_curr
21881,2022,2023,0.9146,25467,33577
21881,2023,2024,0.9822,33577,35055
22187,2015,2016,0.8381,50674,37342
22187,2016,2017,0.9934,37342,40044
22187,2017,2018,0.9957,40044,41510
22187,2018,2019,0.9923,41510,42660
22187,2019,2020,0.681,42660,162769
22187,2020,2021,0.9996,162769,163222
22187,2021,2022,0.9772,163222,154509
22187,2022,2023,0.9856,154509,163466
22187,2023,2024,0.9644,163466,156883
22349,2015,2016,0.9733,29604,27324
22349,2016,2017,0.9858,27324,26593
22349,2017,2018,0.9037,26593,27287
22349,2018,2019,0.9699,27287,27686
22349,2019,2020,0.7958,27686,40855
22349,2020,2021,0.7356,40855,134532
22349,2021,2022,0.9993,134532,134482
22349,2022,2024,0.9625,134482,135245
22357,2015,2016,0.9918,46826,48853
22357,2016,2017,0.9984,48853,48632
22357,2017,2018,0.9998,48632,48598
22357,2018,2019,0.9087,48598,88964
22357,2019,2020,0.9999,88964,88898
22357,2020,2021,0.9933,88898,85340
22357,2021,2024,0.9606,85340,90931
22470,2015,2016,0.9971,45452,46399
22470,2016,2017,0.9357,46399,59614
22470,2017,2018,0.8983,59614,71548
22470,2018,2019,0.8613,71548,98168
22470,2019,2020,0.9809,98168,101817
22470,2020,2021,0.9574,101817,129375
22470,2021,2022,0.9965,129375,128571
22470,2022,2023,0.9855,128571,131706
22470,2023,2024,0.9918,131706,127593
22691,2015,2016,0.9915,17154,19626
22691,2016,2017,0.9907,19626,19056
22691,2017,2018,0.6376,19056,60140
22691,2018,2019,0.9546,60140,69197
22691,2019,2020,0.9551,69197,60196
22691,2020,2021,0.6621,60196,148139
22691,2021,2022,0.9743,148139,145526
22691,2022,2023,0.6962,145526,73195
22691,2023,2024,0.941,73195,93653
23140,2015,2016,0.9775,39362,40939
23140,2016,2017,0.7748,40939,44455
23264,2015,2016,0.9329,52544,60646
23264,2016,2017,0.9763,60646,63481
23264,2017,2018,0.9614,63481,68625
23264,2018,2019,0.8757,68625,55331
23264,2019,2020,0.8044,55331,82757
23264,2020,2021,0.9172,82757,99999
23264,2021,2022,0.9501,99999,108326
23264,2022,2023,0.909,108326,114914
23264,2023,2024,0.9481,114914,123741
